Date,Open,High,Low,Close,Adj Close,Volume,company,Year,sentiment,knn_mean,knn_imputer,Close_pct_change,sentiment_imputed,sentiment_poly
2019-12-31,204.0,205.55999755859372,203.6000061035156,205.25,205.25,8953500,META,2019,,0.2583,0.06654000000000002,,0.022067056672122456,
2020-01-02,206.75,209.7899932861328,206.2700042724609,209.77999877929688,209.77999877929688,12077100,META,2020,,0.280875,0.22701000000000002,0.022067056672122456,0.022067056672122456,
2020-01-03,207.2100067138672,210.3999938964844,206.9499969482422,208.6699981689453,208.6699981689453,11188400,META,2020,,0.280875,0.06654000000000002,-0.0052912110681148615,-0.0052912110681148615,
2020-01-06,206.6999969482422,212.77999877929688,206.5200042724609,212.6000061035156,212.6000061035156,17058900,META,2020,,0.280875,-0.010555000000000004,0.01883137667606945,0.01883137667606945,
2020-01-07,212.82000732421875,214.5800018310547,211.75,213.05999755859372,213.05999755859372,14912400,META,2020,0.2583,0.2583,0.2583,0.0021636440455169203,0.2583,0.2583
2020-01-08,213.0,216.2400054931641,212.6100006103516,215.22000122070312,215.22000122070312,13475000,META,2020,,0.280875,0.2765000000000001,0.010137659292068765,0.010137659292068765,0.15998314447548037
2020-01-09,217.5399932861328,218.3800048828125,216.27999877929688,218.3000030517578,218.3000030517578,12642800,META,2020,0.30345,0.30345,0.30345,0.014309969176143756,0.30345,0.30345
2020-01-10,219.1999969482422,219.8800048828125,217.4199981689453,218.05999755859372,218.05999755859372,12119400,META,2020,,0.280875,0.22701000000000002,-0.0010994291942606322,-0.0010994291942606322,0.4875148420205268
2020-01-13,219.6000061035156,221.97000122070312,219.2100067138672,221.91000366210935,221.91000366210935,14463400,META,2020,,0.280875,0.10511999999999999,0.01765388493769553,0.01765388493769553,0.5900191378984034
2020-01-14,221.6100006103516,222.3800048828125,218.6300048828125,219.05999755859372,219.05999755859372,13288900,META,2020,,0.280875,0.29124,-0.012842365685277381,-0.012842365685277381,0.5544620555833056
2020-01-15,220.6100006103516,221.67999267578125,220.13999938964844,221.1499938964844,221.1499938964844,10036500,META,2020,,0.280875,0.06654000000000002,0.0095404590016679,0.0095404590016679,0.3766309722871967
2020-01-16,222.57000732421875,222.6300048828125,220.38999938964844,221.7700042724609,221.7700042724609,10015300,META,2020,,0.30345,0.06654000000000002,0.002803566668145658,0.002803566668145658,0.0912319831582871
2020-01-17,222.02999877929688,222.2899932861328,220.52999877929688,222.13999938964844,222.13999938964844,15905900,META,2020,,-0.04922499999999999,-0.08826,0.00166837158664336,0.00166837158664336,-0.2414795900450084
2020-01-21,222.16000366210935,222.3699951171875,219.1199951171875,221.44000244140625,221.44000244140625,14275800,META,2020,,-0.4019,0.20504000000000003,-0.003151141772039046,-0.003151141772039046,-0.5490686902801177
2020-01-22,222.30999755859372,222.75,221.27999877929688,221.32000732421875,221.32000732421875,12212800,META,2020,,-0.023516666666666658,0.22701000000000002,-0.000541885405163613,-0.000541885405163613,-0.7602900165463489
2020-01-23,220.75,221.4900054931641,219.2700042724609,219.75999450683597,219.75999450683597,11195000,META,2020,,0.1431388888888889,0.06654000000000002,-0.007048558333961071,-0.007048558333961071,-0.8184575152109346
2020-01-24,220.8000030517578,221.77999877929688,216.1100006103516,217.94000244140625,217.94000244140625,11905800,META,2020,,0.1826375,0.22701000000000002,-0.008281536689144244,-0.008281536689144244,-0.6948138713350802
2020-01-27,213.1000061035156,216.05999755859372,212.5,214.8699951171875,214.8699951171875,13810700,META,2020,-0.4019,-0.4019,-0.4019,-0.01408554761198527,-0.4019,-0.4019
2020-01-28,216.13999938964844,218.7400054931641,213.5200042724609,217.7899932861328,217.7899932861328,13413800,META,2020,,0.1826375,0.2765,0.013588767608675436,0.013588767608675436,-0.006924537632962191
2020-01-29,221.44000244140625,224.1999969482422,218.4499969482422,223.22999572753903,223.22999572753903,33181300,META,2020,0.35486666666666666,0.35486666666666666,0.35486666666666666,0.02497300855410323,0.35486666666666666,0.35486666666666666
2020-01-30,206.52999877929688,211.42999267578125,204.75,209.52999877929688,209.52999877929688,48775500,META,2020,0.47645000000000004,0.47645000000000004,0.47645000000000004,-0.06129473109691782,0.47645000000000004,0.47645000000000004
